PC,PLAATS,GEMEENTE,PROVINCIE
5469,Erp,Veghel,Noord Brabant
5471,Loosbroek,Bernheze,Noord Brabant
5472,Loosbroek,Bernheze,Noord Brabant
5473,Heeswijk Dinther,Bernheze,Noord Brabant
5476,Vorstenbosch,Bernheze,Noord Brabant
5480,Schijndel,Schijndel,Noord Brabant
5481,Schijndel,Schijndel,Noord Brabant
5482,Schijndel,Schijndel,Noord Brabant
5490,Sint Oedenrode,Sint Oedenrode,Noord Brabant
5491,Sint Oedenrode,Sint Oedenrode,Noord Brabant
5492,Sint Oedenrode,Sint Oedenrode,Noord Brabant
5500,Veldhoven,Veldhoven,Noord Brabant
5501,Veldhoven,Veldhoven,Noord Brabant
5502,Veldhoven,Veldhoven,Noord Brabant
5503,Veldhoven,Veldhoven,Noord Brabant
5504,Veldhoven,Veldhoven,Noord Brabant
5505,Veldhoven,Veldhoven,Noord Brabant
5506,Veldhoven,Veldhoven,Noord Brabant
5507,Veldhoven,Veldhoven,Noord Brabant
5508,Veldhoven,Veldhoven,Noord Brabant
5509,Veldhoven,Veldhoven,Noord Brabant
5511,Knegsel,Eersel,Noord Brabant
5512,Vessem,Eersel,Noord Brabant
5513,Wintelre,Eersel,Noord Brabant
5520,Eersel,Eersel,Noord Brabant
5521,Eersel,Eersel,Noord Brabant
5524,Steensel,Eersel,Noord Brabant
5525,Duizel,Eersel,Noord Brabant
5527,Hapert,Bladel,Noord Brabant
5528,Hoogeloon,Bladel,Noord Brabant
5529,Casteren,Bladel,Noord Brabant
5530,Bladel,Bladel,Noord Brabant
5531,Bladel,Bladel,Noord Brabant
5534,Netersel,Bladel,Noord Brabant
5540,Reusel,Reusel de Mierden,Noord Brabant
5541,Reusel,Reusel de Mierden,Noord Brabant
5550,Valkenswaard,Valkenswaard,Noord Brabant
5551,Valkenswaard,Valkenswaard,Noord Brabant
5552,Valkenswaard,Valkenswaard,Noord Brabant
5553,Valkenswaard,Valkenswaard,Noord Brabant
5554,Valkenswaard,Valkenswaard,Noord Brabant
5555,Valkenswaard,Valkenswaard,Noord Brabant
5556,Valkenswaard,Valkenswaard,Noord Brabant
5560,Riethoven,Bergeijk,Noord Brabant
5561,Riethoven,Bergeijk,Noord Brabant
5563,Westerhoven,Bergeijk,Noord Brabant
5570,Bergeijk,Bergeijk,Noord Brabant
5571,Bergeijk,Bergeijk,Noord Brabant
5575,Luijksgestel,Bergeijk,Noord Brabant
5580,Waalre,Waalre,Noord Brabant
5581,Waalre,Waalre,Noord Brabant
5582,Waalre,Waalre,Noord Brabant
5583,Waalre,Waalre,Noord Brabant
5590,Heeze,Heeze Leende,Noord Brabant
5591,Heeze,Heeze Leende,Noord Brabant
5595,Leende,Heeze Leende,Noord Brabant
5600,Eindhoven,Eindhoven,Noord Brabant
5601,Eindhoven,Eindhoven,Noord Brabant
5602,Eindhoven,Eindhoven,Noord Brabant
5603,Eindhoven,Eindhoven,Noord Brabant
5604,Eindhoven,Eindhoven,Noord Brabant
5605,Eindhoven,Eindhoven,Noord Brabant
5611,Eindhoven,Eindhoven,Noord Brabant
5612,Eindhoven,Eindhoven,Noord Brabant
5613,Eindhoven,Eindhoven,Noord Brabant
5614,Eindhoven,Eindhoven,Noord Brabant
5615,Eindhoven,Eindhoven,Noord Brabant
5616,Eindhoven,Eindhoven,Noord Brabant
5621,Eindhoven,Eindhoven,Noord Brabant
5622,Eindhoven,Eindhoven,Noord Brabant
5623,Eindhoven,Eindhoven,Noord Brabant
5624,Eindhoven,Eindhoven,Noord Brabant
5625,Eindhoven,Eindhoven,Noord Brabant
5626,Eindhoven,Eindhoven,Noord Brabant
5627,Eindhoven,Eindhoven,Noord Brabant
5628,Eindhoven,Eindhoven,Noord Brabant
5629,Eindhoven,Eindhoven,Noord Brabant
5631,Eindhoven,Eindhoven,Noord Brabant
5632,Eindhoven,Eindhoven,Noord Brabant
5633,Eindhoven,Eindhoven,Noord Brabant
5641,Eindhoven,Eindhoven,Noord Brabant
5642,Eindhoven,Eindhoven,Noord Brabant
5643,Eindhoven,Eindhoven,Noord Brabant
5644,Eindhoven,Eindhoven,Noord Brabant
5645,Eindhoven,Eindhoven,Noord Brabant
5646,Eindhoven,Eindhoven,Noord Brabant
5647,Eindhoven,Eindhoven,Noord Brabant
5651,Eindhoven,Eindhoven,Noord Brabant
5652,Eindhoven,Eindhoven,Noord Brabant
5653,Eindhoven,Eindhoven,Noord Brabant
5654,Eindhoven,Eindhoven,Noord Brabant
5655,Eindhoven,Eindhoven,Noord Brabant
5656,Eindhoven,Eindhoven,Noord Brabant
5657,Eindhoven,Eindhoven,Noord Brabant
5658,Eindhoven,Eindhoven,Noord Brabant
5660,Geldrop,Geldrop Mierlo,Noord Brabant
5661,Geldrop,Geldrop Mierlo,Noord Brabant
5662,Geldrop,Geldrop Mierlo,Noord Brabant
5663,Geldrop,Geldrop Mierlo,Noord Brabant
5664,Geldrop,Geldrop Mierlo,Noord Brabant
5665,Geldrop,Geldrop Mierlo,Noord Brabant
5666,Geldrop,Geldrop Mierlo,Noord Brabant
5667,Geldrop,Geldrop Mierlo,Noord Brabant
5670,Nuenen,Nuenen,Noord Brabant
5671,Nuenen,Nuenen,Noord Brabant
5672,Nuenen,Nuenen,Noord Brabant
5673,Nuenen,Nuenen,Noord Brabant
5674,Nuenen,Nuenen,Noord Brabant
5680,Best,Best,Noord Brabant
5681,Best,Best,Noord Brabant
5682,Best,Best,Noord Brabant
5683,Best,Best,Noord Brabant
5684,Best,Best,Noord Brabant
5685,Best,Best,Noord Brabant
5688,Oirschot,Oirschot,Noord Brabant
5689,Oirschot,Oirschot,Noord Brabant
5690,Son,Son en Breugel,Noord Brabant
5691,Son,Son en Breugel,Noord Brabant
5692,Son,Son en Breugel,Noord Brabant
5694,Breugel,Son en Breugel,Noord Brabant
5700,Helmond,Helmond,Noord Brabant
5701,Helmond,Helmond,Noord Brabant
5702,Helmond,Helmond,Noord Brabant
5703,Helmond,Helmond,Noord Brabant
5704,Helmond,Helmond,Noord Brabant
5705,Helmond,Helmond,Noord Brabant
5706,Helmond,Helmond,Noord Brabant
5707,Helmond,Helmond,Noord Brabant
5708,Helmond,Helmond,Noord Brabant
5709,Helmond,Helmond,Noord Brabant
5710,Someren,Someren,Noord Brabant
5711,Someren,Someren,Noord Brabant
5712,Someren,Someren,Noord Brabant
5715,Lierop,Someren,Noord Brabant
5720,Asten,Asten,Noord Brabant
5721,Asten,Asten,Noord Brabant
5724,Ommel,Asten,Noord Brabant
5725,Heusden Gemeente Asten,Asten,Noord Brabant
5730,Mierlo,Geldrop Mierlo,Noord Brabant
5731,Mierlo,Geldrop Mierlo,Noord Brabant
5735,Aarle Rixtel,Laarbeek,Noord Brabant
5737,Lieshout,Laarbeek,Noord Brabant
5738,Mariahout,Laarbeek,Noord Brabant
5740,Beek en Donk,Laarbeek,Noord Brabant
5741,Beek en Donk,Laarbeek,Noord Brabant
5750,Deurne,Deurne,Noord Brabant
5751,Deurne,Deurne,Noord Brabant
5752,Deurne,Deurne,Noord Brabant
5753,Deurne,Deurne,Noord Brabant
5754,Deurne,Deurne,Noord Brabant
5756,Vlierden,Deurne,Noord Brabant
5757,Liessel,Deurne,Noord Brabant
5758,Neerkant,Deurne,Noord Brabant
5759,Helenaveen,Deurne,Noord Brabant
5760,Bakel,Gemert Bakel,Noord Brabant
5761,Bakel,Gemert Bakel,Noord Brabant
5763,Milheeze,Gemert Bakel,Noord Brabant
5764,De Rips,Gemert Bakel,Noord Brabant
5766,Griendtsveen,Horst aan de Maas,Limburg
5768,Meijel,Meijel,Limburg
5800,Venray,Venray,Limburg
5801,Venray,Venray,Limburg
5802,Venray,Venray,Limburg
5803,Venray,Venray,Limburg
5804,Venray,Venray,Limburg
5807,Oostrum (LB),Venray,Limburg
5808,Oirlo,Venray,Limburg
5809,Leunen,Venray,Limburg
5811,Castenraij,Venray,Limburg
5812,Heide,Venray,Limburg
5813,IJsselsteijn (LB),Venray,Limburg
5814,Veulen,Venray,Limburg
5815,Merselo,Venray,Limburg
5816,Vredepeel,Venray,Limburg
5817,Smakt,Venray,Limburg
5820,Vierlingsbeek,Boxmeer,Noord Brabant
5821,Vierlingsbeek,Boxmeer,Noord Brabant
5823,Maashees,Boxmeer,Noord Brabant
5824,Holthees,Boxmeer,Noord Brabant
5825,Overloon,Boxmeer,Noord Brabant
5826,Groeningen,Boxmeer,Noord Brabant
5827,Vortum Mullem,Boxmeer,Noord Brabant
5830,Boxmeer,Boxmeer,Noord Brabant
5831,Boxmeer,Boxmeer,Noord Brabant
5835,Beugen,Boxmeer,Noord Brabant
5836,Sambeek,Boxmeer,Noord Brabant
5840,Oploo,Sint Anthonis,Noord Brabant
5841,Oploo,Sint Anthonis,Noord Brabant
5843,Westerbeek,Sint Anthonis,Noord Brabant
5844,Stevensbeek,Sint Anthonis,Noord Brabant
5845,Sint Anthonis,Sint Anthonis,Noord Brabant
5846,Ledeacker,Sint Anthonis,Noord Brabant
5850,Afferden (LB),Bergen (LB),Limburg
5851,Afferden (LB),Bergen (LB),Limburg
5853,Siebengewald,Bergen (LB),Limburg
5854,Bergen (LB),Bergen (LB),Limburg
5855,Well (LB),Bergen (LB),Limburg
5856,Wellerlooi,Bergen (LB),Limburg
5860,Wanssum,Meerlo Wanssum,Limburg
5861,Wanssum,Meerlo Wanssum,Limburg
5862,Geijsteren,Meerlo Wanssum,Limburg
5863,Blitterswijck,Meerlo Wanssum,Limburg
5864,Meerlo,Meerlo Wanssum,Limburg
5865,Tienraij,Meerlo Wanssum,Limburg
5866,Swolgen,Meerlo Wanssum,Limburg
5870,Broekhuizenvorst,Horst aan de Maas,Limburg
5871,Broekhuizenvorst,Horst aan de Maas,Limburg
5872,Broekhuizen (LB),Horst aan de Maas,Limburg
5900,Venlo,Venlo,Limburg
5901,Venlo,Venlo,Limburg
5902,Venlo,Venlo,Limburg
5911,Venlo,Venlo,Limburg
5912,Venlo,Venlo,Limburg
5913,Venlo,Venlo,Limburg
5914,Venlo,Venlo,Limburg
5915,Venlo,Venlo,Limburg
5916,Venlo,Venlo,Limburg
5921,Venlo,Venlo,Limburg
5922,Venlo,Venlo,Limburg
5923,Venlo,Venlo,Limburg
5924,Venlo,Venlo,Limburg
5925,Venlo,Venlo,Limburg
5926,Venlo,Venlo,Limburg
5927,Venlo,Venlo,Limburg
5928,Venlo,Venlo,Limburg
5930,Tegelen,Venlo,Limburg
5931,Tegelen,Venlo,Limburg
5932,Tegelen,Venlo,Limburg
5935,Steijl,Venlo,Limburg
5940,Velden,Arcen en Velden,Limburg
5941,Velden,Arcen en Velden,Limburg
5943,Lomm,Arcen en Velden,Limburg
5944,Arcen,Arcen en Velden,Limburg
5950,Belfeld,Venlo,Limburg
5951,Belfeld,Venlo,Limburg
5953,Reuver,Beesel,Limburg
5954,Beesel,Beesel,Limburg
5960,Horst,Horst aan de Maas,Limburg
5961,Horst,Horst aan de Maas,Limburg
5962,Melderslo,Horst aan de Maas,Limburg
5963,Hegelsom,Horst aan de Maas,Limburg
5964,Meterik,Horst aan de Maas,Limburg
5966,America,Horst aan de Maas,Limburg
5970,Grubbenvorst,Horst aan de Maas,Limburg
5971,Grubbenvorst,Horst aan de Maas,Limburg
5973,Lottum,Horst aan de Maas,Limburg
5975,Sevenum,Sevenum,Limburg
5976,Kronenberg,Sevenum,Limburg
5977,Evertsoord,Sevenum,Limburg
5980,Panningen,Helden,Limburg
5981,Panningen,Helden,Limburg
5984,Koningslust,Helden,Limburg
5985,Grashoek,Helden,Limburg
5986,Beringe,Helden,Limburg
5987,Egchel,Helden,Limburg
5988,Helden,Helden,Limburg
5990,Baarlo (LB),Maasbree,Limburg
5991,Baarlo (LB),Maasbree,Limburg
5993,Maasbree,Maasbree,Limburg
5995,Kessel (LB),Kessel,Limburg
6000,Weert,Weert,Limburg
6001,Weert,Weert,Limburg
6002,Weert,Weert,Limburg
6003,Weert,Weert,Limburg
6004,Weert,Weert,Limburg
6005,Weert,Weert,Limburg
6006,Weert,Weert,Limburg
6010,Ell,Hunsel,Limburg
6011,Ell,Hunsel,Limburg
6012,Haler,Hunsel,Limburg
6013,Hunsel,Hunsel,Limburg
6014,Ittervoort,Hunsel,Limburg
6015,Neeritter,Hunsel,Limburg
6017,Thorn,Thorn,Limburg
6019,Wessem,Heel,Limburg
6020,Budel,Cranendonck,Noord Brabant
6021,Budel,Cranendonck,Noord Brabant
6023,Budel Schoot,Cranendonck,Noord Brabant
6024,Budel Dorplein,Cranendonck,Noord Brabant
6026,Maarheeze,Cranendonck,Noord Brabant
6027,Soerendonk,Cranendonck,Noord Brabant
6028,Gastel,Cranendonck,Noord Brabant
6029,Sterksel,Heeze Leende,Noord Brabant
6030,Nederweert,Nederweert,Limburg
6031,Nederweert,Nederweert,Limburg
6034,Nederweert Eind,Nederweert,Limburg
6035,Ospel,Nederweert,Limburg
6037,Kelpen Oler,Heythuysen,Limburg
6039,Stramproy,Weert,Limburg
6040,Roermond,Roermond,Limburg
6041,Roermond,Roermond,Limburg
6042,Roermond,Roermond,Limburg
6043,Roermond,Roermond,Limburg
6044,Roermond,Roermond,Limburg
6045,Roermond,Roermond,Limburg
6049,Herten,Roermond,Limburg
6050,Maasbracht,Maasbracht,Limburg
6051,Maasbracht,Maasbracht,Limburg
6060,Posterholt,Ambt Montfort,Limburg
6061,Posterholt,Ambt Montfort,Limburg
6063,Vlodrop,Roerdalen,Limburg
6065,Montfort,Ambt Montfort,Limburg
6067,Linne,Maasbracht,Limburg
6070,Swalmen,Swalmen,Limburg
6071,Swalmen,Swalmen,Limburg
6074,Melick,Roerdalen,Limburg
6075,Herkenbosch,Roerdalen,Limburg
6077,Sint Odilienberg,Ambt Montfort,Limburg
6080,Haelen,Haelen,Limburg
6081,Haelen,Haelen,Limburg
6082,Buggenum,Haelen,Limburg
6083,Nunhem,Haelen,Limburg
6085,Horn,Haelen,Limburg
6086,Neer,Roggel en Neer,Limburg
6088,Roggel,Roggel en Neer,Limburg
6089,Heibloem,Roggel en Neer,Limburg
6091,Leveroij,Nederweert,Limburg
6092,Leveroij,Nederweert,Limburg
6093,Heijthuijsen,Heythuysen,Limburg
6095,Baexem,Heythuysen,Limburg
6096,Grathem,Heythuysen,Limburg
6097,Heel,Heel,Limburg
6099,Beegden,Heel,Limburg
6100,Echt,Echt Susteren,Limburg
6101,Echt,Echt Susteren,Limburg
6102,Echt,Echt Susteren,Limburg
6104,Koningsbosch,Echt Susteren,Limburg
6105,Maria Hoop,Echt Susteren,Limburg
6107,Stevensweert,Maasbracht,Limburg
6109,Ohe En Laak,Maasbracht,Limburg
6111,Sint Joost,Echt Susteren,Limburg
6112,Sint Joost,Echt Susteren,Limburg
6114,Susteren,Echt Susteren,Limburg
6116,Roosteren,Echt Susteren,Limburg
6118,Nieuwstadt,Echt Susteren,Limburg
6120,Born,Sittard Geleen,Limburg
6121,Born,Sittard Geleen,Limburg
6122,Buchten,Sittard Geleen,Limburg
6123,Holtum,Sittard Geleen,Limburg
6124,Papenhoven,Sittard Geleen,Limburg
6125,Obbicht,Sittard Geleen,Limburg
6127,Grevenbicht,Sittard Geleen,Limburg
6129,Urmond,Stein,Limburg
6130,Sittard,Sittard Geleen,Limburg
6131,Sittard,Sittard Geleen,Limburg
6132,Sittard,Sittard Geleen,Limburg
6133,Sittard,Sittard Geleen,Limburg
6134,Sittard,Sittard Geleen,Limburg
6135,Sittard,Sittard Geleen,Limburg
6136,Sittard,Sittard Geleen,Limburg
6137,Sittard,Sittard Geleen,Limburg
6140,Limbricht,Sittard Geleen,Limburg
6141,Limbricht,Sittard Geleen,Limburg
6142,Einighausen,Sittard Geleen,Limburg
6143,Guttecoven,Sittard Geleen,Limburg
6150,Munstergeleen,Sittard Geleen,Limburg
6151,Munstergeleen,Sittard Geleen,Limburg
6153,Windraak,Sittard Geleen,Limburg
6155,Puth,Schinnen,Limburg
6160,Geleen,Sittard Geleen,Limburg
6161,Geleen,Sittard Geleen,Limburg
6162,Geleen,Sittard Geleen,Limburg
6163,Geleen,Sittard Geleen,Limburg
6164,Geleen,Sittard Geleen,Limburg
6165,Geleen,Sittard Geleen,Limburg
6166,Geleen,Sittard Geleen,Limburg
6167,Geleen,Sittard Geleen,Limburg
6170,Stein (LB),Stein,Limburg
6171,Stein (LB),Stein,Limburg
6174,Sweikhuizen,Schinnen,Limburg
6176,Spaubeek,Beek,Limburg
6180,Elsloo (LB),Stein,Limburg
6181,Elsloo (LB),Stein,Limburg
6190,Beek (LB),Beek,Limburg
6191,Beek (LB),Beek,Limburg
6199,Maastricht Airport,Beek,Limburg
6200,Maastricht,Maastricht,Limburg
6201,Maastricht,Maastricht,Limburg
6202,Maastricht,Maastricht,Limburg
6203,Maastricht,Maastricht,Limburg
6211,Maastricht,Maastricht,Limburg
6212,Maastricht,Maastricht,Limburg
6213,Maastricht,Maastricht,Limburg
6214,Maastricht,Maastricht,Limburg
6215,Maastricht,Maastricht,Limburg
6216,Maastricht,Maastricht,Limburg
6217,Maastricht,Maastricht,Limburg
6218,Maastricht,Maastricht,Limburg
6219,Maastricht,Maastricht,Limburg
6221,Maastricht,Maastricht,Limburg
6222,Maastricht,Maastricht,Limburg
6223,Maastricht,Maastricht,Limburg
6224,Maastricht,Maastricht,Limburg
6225,Maastricht,Maastricht,Limburg
6226,Maastricht,Maastricht,Limburg
6227,Maastricht,Maastricht,Limburg
6228,Maastricht,Maastricht,Limburg
6229,Maastricht,Maastricht,Limburg
6230,Meerssen,Meerssen,Limburg
6231,Meerssen,Meerssen,Limburg
6235,Ulestraten,Meerssen,Limburg
6237,Moorveld,Meerssen,Limburg
6240,Bunde,Meerssen,Limburg
6241,Bunde,Meerssen,Limburg
6243,Geulle,Meerssen,Limburg
6245,Eijsden,Eijsden,Limburg
6247,Gronsveld,Eijsden,Limburg
6251,Eckelrade,Margraten,Limburg
6252,Eckelrade,Margraten,Limburg
6255,Noorbeek,Margraten,Limburg
6260,Mheer,Margraten,Limburg
6261,Mheer,Margraten,Limburg
6262,Banholt,Margraten,Limburg
6265,Sint Geertruid,Margraten,Limburg
6267,Cadier En Keer,Margraten,Limburg
6268,Bemelen,Margraten,Limburg
6269,Margraten,Margraten,Limburg
6270,Gulpen,Gulpen Wittem,Limburg
6271,Gulpen,Gulpen Wittem,Limburg
6273,Ingber,Gulpen Wittem,Limburg
6274,Reijmerstok,Gulpen Wittem,Limburg
6276,Heijenrath,Gulpen Wittem,Limburg
6277,Slenaken,Gulpen Wittem,Limburg
6278,Beutenaken,Gulpen Wittem,Limburg
6280,Mechelen,Gulpen Wittem,Limburg
6281,Mechelen,Gulpen Wittem,Limburg
6285,Epen,Gulpen Wittem,Limburg
6286,Wittem,Gulpen Wittem,Limburg
6287,Eijs,Gulpen Wittem,Limburg
6289,Elkenrade,Gulpen Wittem,Limburg
6290,Vaals,Vaals,Limburg
6291,Vaals,Vaals,Limburg
6294,Vijlen,Vaals,Limburg
6295,Lemiers,Vaals,Limburg
6300,Valkenburg (LB),Valkenburg aan de Geul,Limburg
6301,Valkenburg (LB),Valkenburg aan de Geul,Limburg
6305,Schin Op Geul,Valkenburg aan de Geul,Limburg
6307,Scheulder,Margraten,Limburg
6311,Ransdaal,Voerendaal,Limburg
6312,Ransdaal,Voerendaal,Limburg
6320,Wijlre,Gulpen Wittem,Limburg
6321,Wijlre,Gulpen Wittem,Limburg
6325,Berg En Terblijt,Valkenburg aan de Geul,Limburg
6333,Schimmert,Nuth,Limburg
6336,Hulsberg,Nuth,Limburg
6341,Walem,Valkenburg aan de Geul,Limburg
6342,Walem,Valkenburg aan de Geul,Limburg
6343,Klimmen,Voerendaal,Limburg
6350,Bocholtz,Simpelveld,Limburg
6351,Bocholtz,Simpelveld,Limburg
6353,Baneheide,Simpelveld,Limburg
6360,Nuth,Nuth,Limburg
6361,Nuth,Nuth,Limburg
6363,Wijnandsrade,Nuth,Limburg
6365,Schinnen,Schinnen,Limburg
6367,Voerendaal,Voerendaal,Limburg
6369,Simpelveld,Simpelveld,Limburg
6370,Landgraaf,Landgraaf,Limburg
6371,Landgraaf,Landgraaf,Limburg
6372,Landgraaf,Landgraaf,Limburg
6373,Landgraaf,Landgraaf,Limburg
6374,Landgraaf,Landgraaf,Limburg
6400,Heerlen,Heerlen,Limburg
6401,Heerlen,Heerlen,Limburg
6411,Heerlen,Heerlen,Limburg
6412,Heerlen,Heerlen,Limburg
6413,Heerlen,Heerlen,Limburg
6414,Heerlen,Heerlen,Limburg
6415,Heerlen,Heerlen,Limburg
6416,Heerlen,Heerlen,Limburg
6417,Heerlen,Heerlen,Limburg
6418,Heerlen,Heerlen,Limburg
6419,Heerlen,Heerlen,Limburg
6421,Heerlen,Heerlen,Limburg
6422,Heerlen,Heerlen,Limburg
6430,Hoensbroek,Heerlen,Limburg
6431,Hoensbroek,Heerlen,Limburg
6432,Hoensbroek,Heerlen,Limburg
6433,Hoensbroek,Heerlen,Limburg
6436,Amstenrade,Schinnen,Limburg
6438,Oirsbeek,Schinnen,Limburg
6439,Doenrade,Schinnen,Limburg
6440,Brunssum,Brunssum,Limburg
6441,Brunssum,Brunssum,Limburg
6442,Brunssum,Brunssum,Limburg
6443,Brunssum,Brunssum,Limburg
6444,Brunssum,Brunssum,Limburg
6445,Brunssum,Brunssum,Limburg
6446,Brunssum,Brunssum,Limburg
6447,Merkelbeek,Onderbanken,Limburg
6450,Schinveld,Onderbanken,Limburg
6451,Schinveld,Onderbanken,Limburg
6454,Jabeek,Onderbanken,Limburg
6456,Bingelrade,Onderbanken,Limburg
6460,Kerkrade,Kerkrade,Limburg
6461,Kerkrade,Kerkrade,Limburg
6462,Kerkrade,Kerkrade,Limburg
6463,Kerkrade,Kerkrade,Limburg
6464,Kerkrade,Kerkrade,Limburg
6465,Kerkrade,Kerkrade,Limburg
6466,Kerkrade,Kerkrade,Limburg
6467,Kerkrade,Kerkrade,Limburg
6468,Kerkrade,Kerkrade,Limburg
6469,Kerkrade,Kerkrade,Limburg
6470,Eijgelshoven,Kerkrade,Limburg
6471,Eijgelshoven,Kerkrade,Limburg
6500,Nijmegen,Nijmegen,Gelderland
6501,Nijmegen,Nijmegen,Gelderland
6503,Nijmegen,Nijmegen,Gelderland
6504,Nijmegen,Nijmegen,Gelderland
6511,Nijmegen,Nijmegen,Gelderland
6512,Nijmegen,Nijmegen,Gelderland
6521,Nijmegen,Nijmegen,Gelderland
6522,Nijmegen,Nijmegen,Gelderland
6523,Nijmegen,Nijmegen,Gelderland
6524,Nijmegen,Nijmegen,Gelderland
6525,Nijmegen,Nijmegen,Gelderland
6531,Nijmegen,Nijmegen,Gelderland
6532,Nijmegen,Nijmegen,Gelderland
6533,Nijmegen,Nijmegen,Gelderland
6534,Nijmegen,Nijmegen,Gelderland
6535,Nijmegen,Nijmegen,Gelderland
6536,Nijmegen,Nijmegen,Gelderland
6537,Nijmegen,Nijmegen,Gelderland
6538,Nijmegen,Nijmegen,Gelderland
6541,Nijmegen,Nijmegen,Gelderland
6542,Nijmegen,Nijmegen,Gelderland
6543,Nijmegen,Nijmegen,Gelderland
6544,Nijmegen,Nijmegen,Gelderland
6545,Nijmegen,Nijmegen,Gelderland
6546,Nijmegen,Nijmegen,Gelderland
6550,Weurt,Beuningen,Gelderland
6551,Weurt,Beuningen,Gelderland
6560,Groesbeek,Groesbeek,Gelderland
6561,Groesbeek,Groesbeek,Gelderland
6562,Groesbeek,Groesbeek,Gelderland
6564,Heilig Landstichting,Groesbeek,Gelderland
6566,Millingen aan den Rijn,Millingen aan de Rijn,Gelderland
6570,Berg En Dal,Groesbeek,Gelderland
6571,Berg En Dal,Groesbeek,Gelderland
6572,Berg En Dal,Ubbergen,Gelderland
6573,Beek Ubbergen,Ubbergen,Gelderland
6574,Ubbergen,Ubbergen,Gelderland
6575,Persingen,Ubbergen,Gelderland
6576,Ooij,Ubbergen,Gelderland
6577,Erlecom,Ubbergen,Gelderland
6578,Leuth,Ubbergen,Gelderland
6579,Kekerdom,Ubbergen,Gelderland
6580,Malden,Heumen,Gelderland
6581,Malden,Heumen,Gelderland
6582,Heumen,Heumen,Gelderland
6584,Molenhoek (LB),Mook en Middelaar,Limburg
6585,Mook,Mook en Middelaar,Limburg
6586,Plasmolen,Mook en Middelaar,Limburg
6587,Middelaar,Mook en Middelaar,Limburg
6590,Gennep,Gennep,Limburg
6591,Gennep,Gennep,Limburg
6595,Ottersum,Gennep,Limburg
6596,Milsbeek,Gennep,Limburg
6598,Heijen,Gennep,Limburg
6600,Wijchen,Wijchen,Gelderland
6601,Wijchen,Wijchen,Gelderland
6602,Wijchen,Wijchen,Gelderland
6603,Wijchen,Wijchen,Gelderland
6604,Wijchen,Wijchen,Gelderland
6605,Wijchen,Wijchen,Gelderland
6606,Niftrik,Wijchen,Gelderland
6610,Overasselt,Heumen,Gelderland
6611,Overasselt,Heumen,Gelderland
6612,Nederasselt,Heumen,Gelderland
6613,Balgoij,Wijchen,Gelderland
6615,Leur,Wijchen,Gelderland
6616,Hernen,Wijchen,Gelderland
6617,Bergharen,Wijchen,Gelderland
6620,Dreumel,West Maas en Waal,Gelderland
6621,Dreumel,West Maas en Waal,Gelderland
6624,Heerewaarden,Maasdriel,Gelderland
6626,Alphen (GLD),West Maas en Waal,Gelderland
6627,Maasbommel,West Maas en Waal,Gelderland
6628,Altforst,West Maas en Waal,Gelderland
6629,Appeltern,West Maas en Waal,Gelderland
6630,Horssen,Druten,Gelderland
6631,Horssen,Druten,Gelderland
6634,Batenburg,Wijchen,Gelderland
6640,Beuningen (GLD),Beuningen,Gelderland
6641,Beuningen (GLD),Beuningen,Gelderland
6642,Beuningen (GLD),Beuningen,Gelderland
6644,Ewijk,Beuningen,Gelderland
6645,Winssen,Beuningen,Gelderland
6650,Druten,Druten,Gelderland
6651,Druten,Druten,Gelderland
6652,Druten,Druten,Gelderland
6653,Deest,Druten,Gelderland
6654,Afferden (GLD),Druten,Gelderland
6655,Puiflijk,Druten,Gelderland
6657,Boven Leeuwen,West Maas en Waal,Gelderland
6658,Beneden Leeuwen,West Maas en Waal,Gelderland
6659,Wamel,West Maas en Waal,Gelderland
6660,Elst (GLD),Overbetuwe,Gelderland
6661,Elst (GLD),Overbetuwe,Gelderland
6662,Elst (GLD),Overbetuwe,Gelderland
6663,Lent,Nijmegen,Gelderland
6665,Driel,Overbetuwe,Gelderland
6666,Heteren,Overbetuwe,Gelderland
6668,Randwijk,Overbetuwe,Gelderland
6669,Dodewaard,Neder Betuwe,Gelderland
6670,Zetten,Overbetuwe,Gelderland
6671,Zetten,Overbetuwe,Gelderland
6672,Hemmen,Overbetuwe,Gelderland
6673,Andelst,Overbetuwe,Gelderland
6674,Herveld,Overbetuwe,Gelderland
6675,Valburg,Overbetuwe,Gelderland
6676,Homoet,Overbetuwe,Gelderland
6677,Slijk Ewijk,Overbetuwe,Gelderland
6678,Oosterhout (GLD),Overbetuwe,Gelderland
6679,Oosterhout Gemeente Nijmegen,Nijmegen,Gelderland
6680,Bemmel,Lingewaard,Gelderland
6681,Bemmel,Lingewaard,Gelderland
6683,Ressen Gemeente Nijmegen,Nijmegen,Gelderland
6684,Ressen,Lingewaard,Gelderland
6685,Haalderen,Lingewaard,Gelderland
6686,Doornenburg,Lingewaard,Gelderland
6687,Angeren,Lingewaard,Gelderland
6690,Gendt,Lingewaard,Gelderland
6691,Gendt,Lingewaard,Gelderland
6700,Wageningen,Wageningen,Gelderland
6701,Wageningen,Wageningen,Gelderland
6702,Wageningen,Wageningen,Gelderland
6703,Wageningen,Wageningen,Gelderland
6704,Wageningen,Wageningen,Gelderland
6705,Wageningen,Wageningen,Gelderland
6706,Wageningen,Wageningen,Gelderland
6707,Wageningen,Wageningen,Gelderland
